,Summoner ID
81,uEj_KAQfO_CrJcdL5v16BHwtLqkS6yWnivVCOZm1BZ2zZ0Kp
82,llbAW6N7SgQ0xsB8iGztWlnAg6FRgY2M0H2pQRB1eapl8xTM
83,rdgxOWcQtL7XtKQlkQkfppAyuOC6G1rIp2z70MSomn3I5G25
84,BDI_5DV_BlJ9ce1tOCM1_bAmTnd8SwDBIDX9fOp9l2OewTdH
85,nQJmZ99LsCIn4iqd_7knp3IFAxPQu_l0h9hBFYP_WiDJdUHG
86,IDbCJ-50BFvIFaaz1w5pbHGojbmpCSsPBRfIr42fPjHvd0R_
87,6FvfddCVpCrwjMmDcOjMwGmTzNHGJ2Xi5qHODp5NPCefTtC8
88,DneIZRmbkaBUoVXtUsFrb5TB_431lNOWkCXCXt0lBg0QdkX2
89,7u6EfoF7BJ3QMsp2shRHt5x5gjgWmqSYjtd3e3p9UHrLtz7I
90,tMjUuhKBuBaTYjGb5npnmH2ycFq-N0Eg5vShspBmFACswRzf
91,vlURoGXRBVKfPAZ_TgrwmLW-f1IKeqOiNMjB82zn0RY4mfJh
92,hQIlXEpeXwVCZMPMtYMwV5xO4t4L_y0RXMgG3NA3lmXAh3EV
93,vatcxLMbkluQgeUNqdTLQvcCes0KAGi-ChD1nWBJ5ruojANk
94,WZDLrHoipyFEaSE-_DcER6uKK2md8XbHO-jxDpr0EOhLbGAh
95,ojO7kqq4EREqtb0uO4qAc1UM54EaZRFUwIHIxlSQkHP4elNN
96,lQHksmQvUPufBT2W631liyhy8kAbReCDj7S_7Mw0PtQ1R0II
97,0yBMDc_WuQPegVXxf88Z-sancouC4QsEWEW_2sRJHqH3hdAc
98,FY7ggwRE0naZ7SjOYrQHJsbffQP7Z9VkM8fVwOZ8VKR6Wno0
99,5PGGBe5bquqdWejsop43_b8tBrA-A_QcKGvfj_PMHP3dgFcJ
100,G8c0tm36nFDzVCoaYnpaUBl6N7_RqjvAO_NeWJMH50ewbsMq
101,7V4nZ2Ukcp8uqXlc_PH829TudZwgbDPaljmFLSv2CP3RWHku
102,H57MvIDR_uHH5LOzy_Zcob0TLzJlG4priAiC0PtF8ZA9Uj2j
103,yQCbjfWwBT5xjVcnhCtf2bFY7mDl5AsVkz0OuIrrIcnpt2eV
104,mtEI-7uLNsyeusvSNkYeMifAG2v-M8bK_GQMM7u2b32a1hww
105,iRmPQV8PDDsTGsMcmQPylp6--jNzrEyIs9W05lRil_iq96J_
106,g0V1PCUSr1XCEm1fygRnjhP-cFglTedns7TnJs6DQR5EEjK3
107,O10_lhvfW_wiisGGXHqKpe3JLwx6AazdGZtZxMUuU7ApSBfN
108,7vJD0RYZrRm1_etVBoW9P4cwhlVhaeWf8QbA7CdETZkrJttr
109,W1qOtsPARNSFNYRAk14wurleViL_MwJjbeQzVZxZ6Axfsn9a
110,JCkMuaapyEy7tOgjWCwDaVI78jDKPRpnm5Dw86EO8KE2Ngpl
111,21L5_896871XmjAKFeSeyCisHATKkmj3Xk8bOOYrmS_7BKWU
112,A5aZzaZRFFqyLuf_bpSsYqC7A_g4SNQhSVCGr3fXfjcrfoW-
113,aC6-bfkix_NUBrtE1EnAgnHPYy3fOkdpwo4RSDxzOuh65awd
114,88qhz9BILARlL_JCM4ydrsz8j-ALX6KakzXmgsMkZPC4HN00
115,hj3nIHu7Q8koZastFuzI_k0AByNBKQo2j1VRFHGWSTrc4Z16
116,2r8pmMHWFTATBNnf7S-CtxXqMBSVgGNuArr5u-l5r6DgWcw1
117,vIVY_cDcTAUlcr_aL0VIHbX8urViVorF38Q9xQU-tNAemMhp
118,YJNhs_qV72HPrTxNuAPr-uW0srzpD5XJkp9hkkXVff79j8KM
119,nc5CLS86kezwcHHvLQCryZp9ZI9QGWNRVqHn7RF_RIQpG7In
120,ZyDZpRAygcb5jQwKYfF-0TE2glkieJu2rneoHx2Q-e1irSo1
121,ZILG3cgtQIHhQvosjJiybv0DDAkDNP2VEH4afow3mLLK3SYt
122,ljC2CAQjU9Fm0guv90874y0qq3HPHMmCPZw2OAKABn6p5_Yw
123,bcQTM5tWmAKhJAJNexv7NBzTKeUVkRl8kG0zuO3Vonb_G4ok
124,V4g6oAM1mrSOD7dGj9A5MluCX_2hnaC8CvZc_Xf0a7scqdnr
125,5do3BNS5WApa5qHy7iNiHJXcgVfacmsEu1BI-nB5S7oPW9pN
126,8Ls3BUZz06rzCIvVv8pm0GE6h_sWwJul3s_1yo22ykRFeHrb
127,fAeR2VupumDi-d3VmseFTQTC_oRd_ShSGac5RKIOjSZ57VYd
128,g6z8Y-zuY7DaHXDR0XopLhuTM72Mb8fhiAPJls-_ANiBKXF9
129,yfPx5P8xFpeZR8aKp8QcS8kcykjVeU0cDIHK7A1D2B_T_2fI
130,--sV8WF8ehvTv90dLLk3wNEWdKJjWIuy319xjUy4UL7qQdd2
131,QxvivVvhgNcqeWPR_XhTRv8xYzqTqAX9PMCmCyKXGbFkm8nn
132,C5YiUhdItNv0qUafGKHuY6LHixa3TvwRm7OYn6KuZ1K2Ryvy
133,D0XPY3zEGA3olBYNSgFfdQOhUNZopA1iO9h5tysXnpFdamct
134,HauNq9_5FrHxO2knX47IiT8mPq-QYZmMNakjYyUSEkthZqhl
135,4eHFl52D7zAxN7oVVitFBhA69dapVkzuSdDGSCeY22-GX-3q
136,deqjdyPu4czlkr0yxyC42tuMOXbI2-8oWo-aLROuWbJvKbEV
137,CWnxuLNZRgIwyZ3x-2niFDGukLdajYOYBgKKmo49M_eCH_b0
138,AL4dS_NPAUu5VDg3GdIofzBIrvXPS3nqd57TjKFqkhkkbSDq
139,D1NuD1sL6pVCEnyFj1WQBT6ObofcRya3PdjQZfPmM8ZZXk13
140,oWjWxY7yK5LJEmuXYk5NkVZ5E2-xfJ7d_ELe8lYto1XkWaba
141,f1qX_zG1Yc2XNZ5pQjMZMUossxwfXIJG977fBGvjC05cU4u3
142,dg3WtqJuiGexABCwjJuAqhdVpw2h-DGy1yydv6Mmm6xEoATZ
143,z0pkEEJiBPTDrgXFUznRVRl6M92oQaWkRHgkzc_r3IiPZLui
144,g0PI8escJwoZ1MmkiTssQC3JctHsGaZuxwIpt9xumMFmrPvP
145,lhcAi5rL1KilfLCzjwOni3M5uNne59aQqQtQdCi8ed8MruwL
146,T4XLOcUOAG0HJGcaECP_cOqf3RLvmFPENpVQQz_jl_HI1PSa
147,Pf9Hj-qX9emOYJ6HFa4MQ3S_yjkHUMxdStCD_k2XTj0tbjHd
148,uyr1waI9laseqIOlbR5uhGVskxrlNfoMOMV2kzd51oVWJVgB
149,yXQceiakcr06CmlySnCGjgWbxcZoLgVvmiVmG9a1wo7bjslZ
150,QgV3XpMKqpfQng_BOFdWm60Fl9-Pjh_QOQhqXDQKcGQloC4e
151,TJW6_WArKmqxBfOu1BCJNrLBeeBiBTSsuj9zIpHgY7-6a3iq
152,Fo09aLJsNYhglOftjRpr9sUbb3mJF_Xeqd1oPowT_br6BBSF
153,O1RE_rY-hUt_-hV0-feakjCD2GAcBaVwvIWUPJBnfRCapPVU
154,65GWIUuguCd5QN7syvWhquQHJR4g-IQOYrHLjba9_ivjpZqg
155,hnggHtn47ZRVa4y4LkvQ60p7dzp3T7ez7unT-i6GazUMcpc7
156,JfBezyTrgi1q0JnhCzs_vqZWbQFQw31_KUfFyLfQ4so3tL7P
157,lqWEPYjIGTLNuVBEf4abwWLDdr16MC10_ZAfyLW1VkTGYtHz
158,86E9jZEEq9zF66V2GkJ2vYwhWvhyZwEokfG3ZqnxHGfW2afw
159,wh3ii54ySxqgXt61thOPvQSto_JgNBdmzb7WI30n_ftvpNdB
160,97iPwLEPf-bQ9GHofX_e6bSxvoYn4Dw7AXfCOu_Pjf2Cje6N
161,w9lE4IeKJar-mn4o6X_RKK5oLF43Acj8gWHI4JvMAKCHzPqe
162,QJBmGM1HKoWHI4nWZPMPy0gH5X4SJisuMORLvFbiTSlz6dvo
163,-4A-Y20Sr9Sb1qppG-3aHJVAujvdkio3VxXfNUokcOV4Ojer
164,SIj1ACB8kbHaGtvJD_emNdyZtDW6A7uhzPmG0ZV9KM9YCfNC
165,lkfjkTYBXY3qNuMbgWKVD_HwlPI_Xi6389ddFmm1Dywjy_xy
166,klF7FU1yxodNr6o3l_H7byN5F2rbYsgJiK687GAgNZu-JhAy
167,qY-0g5zl0v1W6T1KG3ogyis0WmWZJcdAlt0AYCtCOw4M4rCA
168,Jd42O17SzB_WsviVcclkcL0_b_PgPInLTTbWRrinx-HspDMK
169,x1SmgTF78O4pRAr30ojtqU_nDt7ZGuhMr6n0JrIDNSAKzia5
170,BDQYOTxpECtcdSS5VRxQxULulOw2l7Y1MTyo1dnx7AdAZbNK
171,uyldbCKCiqjON2d4qgl22Ge7NPx6V7m_PPAM5JqU1Xer3eTw
172,b-vSHW-F2vuEyZ46uLCZu-menxnt9kCkq1OXFA4MwImlT59j
173,w9srz6JFVhQny4d5zJzvnzVX3EeFVy34nKQJDyWCr0OMsKZF
174,K2piVKuqShvPI2f2Q4K8qijqCk13LlYQd1AjWoAy-KTB4kKw
175,a_06FEqmHsKspNDQDxPa2ThN8gjs2GYeUAyrvp_QZMM2uteG
176,CZgJVbjC4fQ9L8F4pvDDV1QBxtuS_HucdUDPoy14I1vA0eYl
177,qneA-WL_58x7ewbTfy-x2Uuvh83XHW7bs_8VI8RBu_FciZof
178,Y9W0nqqfaAr3GGwlzV7W9J5-u5tWaVgFSKBre9DNj1GG4pcd
179,4yw2vYtp8P7Xa6AVNX06neXbTQ_YisUixXYPzG5mmnvBWzvV
180,v_TH3BOSJzVLEr2aZbsqXxZWqTUJuTv6GySqiFzhkmvrnbG6
181,70jWrr3x4fZ_2BhaQ0zoxm6tPezs4xQgsP1D0I369KPztiiW
182,uODDRrH4RWvWUjUHZfXlCrw5Xeyjp4Ni6_9KkN7h6xUYHQFe
183,5vxe1jpsLnrPJiLDsEqKbOzenAGlbJuAoOxRjfeynoNP25wK
184,Pj0KI1GiA6GTwayBRMnsAgpO6zljtEumX7B7aEfm72wGMsRr
185,sRNbvfqXvq4Z1LP6Cuv5Mo4gn2gHaYVVNo2yomb16IhZDUv9
186,YKEPYPxL7tdL8jsbyRr6O_miF9XZ_gC_C10i84DwX2xZr3Nk
187,epQiug7kwIZSQC43Tuhuz141BdqTabpmmFpXex3UcSiDtHYV
188,H73fTiMZjUT3obitQ8lHvMIv72kv0b1u_wUdW8j2znyN2Mms
189,6d--5CNVPWVlh_adB3gRQE5tNVQuudQ2agdNkIOXrP6FzEB5
190,vL6kn_q2bHKPJiYffvg4lKtmXIGJU9W_3D8oL4SSw9ZlxgSE
191,kn4w6n6G2fZ7OpwgOhkIC4ME_R38XZeQIxASc7NtIC83-pxK
192,2fzJF8aepn-9g9BtqFYe__tuQujc-NuLlrUN5MiHa6kZvDep
193,XgLpWoAGqjk9N9p2acALOSECA5LtzHrDhXgrjldm1txsKMzP
194,4fM4bgbG6F_Ql-GFNXtbNK-5K_NFCZsMvrWbREc1CQBd-Fax
195,EcfYcPXd6SumvH2pLR9fU9XFnIgLI8ipl01dwq9WsmMeBBgE
196,1DUlM0HR8ATWol9Zyu_asqU4a5LVoX5p7f_rOIDy3h9oAHVt
197,7nquSjFJix76cTS2Yog-eJ_SAHKcGzaEeahXROBtuKCleELq
198,E8ZuYyy6Bd20QigE2tTTA9MtIOIQmuGayEZc2IWcLwgudcXQ
199,KneuWqA-lMRD_PdldM8SnvUhbMLBeZawzMyOCKQyTXP2iZOr
200,ZP95-rRY2rjcDRUlb6AaGIxCpZu9GLNa6yMERxpXhpZNttnl
201,4vlYjb995_OYCqulR1m5zg2SDRZ0ROOV6w_LL253Z948WBlg
202,grrAt1KYIRugjwOJ26ceD2R41U9O_mrHHwEDcL-jjgMNNULV
203,hMCP_4TR8goySmW9LOMdU7h4FGepd-odIr00Chua_OtIUK7x
204,N7ejqCdG-j0h0KH4MKIPkrcQP0UNWZDeJ98Gsht8iIJx1Y5S
,Summoner ID
0,ZP95-rRY2rjcDRUlb6AaGIxCpZu9GLNa6yMERxpXhpZNttnl
1,4vlYjb995_OYCqulR1m5zg2SDRZ0ROOV6w_LL253Z948WBlg
2,grrAt1KYIRugjwOJ26ceD2R41U9O_mrHHwEDcL-jjgMNNULV
3,hMCP_4TR8goySmW9LOMdU7h4FGepd-odIr00Chua_OtIUK7x
4,N7ejqCdG-j0h0KH4MKIPkrcQP0UNWZDeJ98Gsht8iIJx1Y5S
5,5S9dRZQJbk7d9Yqi8eQThXbeC0UiinVPNw2E2_hKmK5EiLHa
6,2oqrFc5iz7p2ocfh5fKvS3GITLWr1QbxsuIHTZaq8VyS-5BJ
7,RYZ3_S018MF3gt8bCUXrGq2LxRee0kY8FPaMQ5hop1TP2YMJ
8,Vuic8uSBwAkNa8rn0OgxXyYsLYdZyGHMrvhCxfHjk1dW2JMS
9,ZxD_wVw3vctbKbAtHX01GWRYspQIMzN6KH4MV2NUJTnv8SCi
10,JhN-Qjay2n50pbL3jgVf31LuqH4NcFPHSI40w8uMor1f2pOe
11,mJAPDW1YmZ_VjXH4SO_k-e4Kwbj-v7z6Hoq5Ssz7jcp9ZoFw
12,nmuYnYil5V-r5PhSocxUxVV44yFUJ6oRRinsnTHrz9zivGkD
13,WHJ0RlBUDeV8QmxR2Liac3gsCRe5-aPD1SDECKkpNLbeMQrc
14,xH2ngTZ6_6fgWywih9Wg3wJby6pfZgBnO1sLSbV3X3s1Eww2
15,Mx4VKoEccXfKUTZSmIJ9Z4GD6RP0f1BIbxlHMbavVnM0gn0G
16,OgC4YC5q-sEtNhFRbKSAc4PKsOvqiWtjhS2aHy7yfGxYpdd9
17,UVqr5RNjhW_uL2V-6Gqd0EQqsAahnG5lapMwvuCr6TIup3H4
18,svWGVxUi2Aa8opckESLgPEbekGhroeATRyezu5PNT2ZG-p6i
19,GfU-k_hHBZyDtbneR8t6jn8-ysHglQelcT8RcC5e1kS1vl9i
20,bOrnp0mMNMspGMdxK2qyW9cBRYMKGi2C92YqniLnPspKPyBb
21,g39xhiVk55G4q0EZNqf-UI7AHL-CH9XeG5h2sNRmJyT5RZPQ
22,ovaGVF6lKxX8hgO9wUtxobHWMAdKG1muMJBJzLKjwUv0m7bB
23,fM-byTe-mDE3phXDCUBU9Z1r_EHwZZhGpAXivynYLmQVs4We
24,XFXA_A-T89_J3XLCdcv7P4fQJdKbiskoaO_VeQ6ZE8SZvRjE
25,naqbat2Ea8wCtYth6asg7QS91eb7zlmqsbSz3Aavz5thGbW_
26,0n5x7RuiHbxj1iW2H6XL1jEOWQTLlDlixrI59j41IZsjIfUv
27,yfiXbS6Tx4IlNVUKCKg_amTO5k_i5aeM0qAhsl7s6qXhadoL
28,CNjV9zIPMWtJDTLFyCSbBl4DTEAbzIjYQogFO-UW49JuwuJC
29,jr9pwRPyqqucm1rFSzP3dqssIy137LAlnh3a4lA5hwa5TnhF
30,Dt136asi1FBmiGxSTGEJ4jFe6s4LhbwkK7ObLU_kCBuIiN-i
31,bRnIu_waGDEG-iYqgPm6SsIXIEi2PefveACOFKnE2ZMsdKi2
32,bwE2yhsQDKCclsM4AK7rFLgfpwD3a8V6yRKhSYFwbDjLDnjC
33,W766bDGyhBJd3EXQPTWLbXlr-3ZiizC3cmu8e1RyT2qvvY5u
34,x_6BtMgJU3gxbOepUlquLsBacnmQkrGDb4nprlJztabPBAg1
35,zdoUeAsam-GhjGkcPXbpTk2T13uxB8xEESMGsdD9_26dIRkr
36,pCyeFXqjpyElAgnga0oEGh1Tp_ldWUF_Z2IGonZN4gJAU-Eg
37,tgg_eiRO7d8m9-UYvGjNQI1eQVk8VhQlr2LfzWSZsETmnz9T
38,Gsi4JbpFPcDsg3VYKEryVoMmSHCmxETJgpIF_fE7jGUqpv3h
39,8BpQFdv-wXQO-__U2QpPn81gnrSV3BkBX0kgoduXNQJ0xICP
40,_uhH5y2ykPiUr9M5rN_0tuDY53Rx-3YIwiv85j6x2w92YrNv
41,Bqi9Jawe0vBq6AAwugF_Wd9E0AMIQ0RBs71VWOxJ9kcEhVPe
42,9CsbVWgFhzJ8oojSev1SeFBKk_Uy8hDBDAilwoQJQiuyBZTL
43,cFDjkAm6Q5Ql2AasiRqLesSfuAtSqQsnbpaX-RNzKJcqCbUD
44,DvGWDKl-5RnKhbS0NEMZ_03fa5elHYNg8OKWMMGhCEUt-l29
45,4ReNR4sVtM0riU4wGmQ1U790MKko57og8Q3qBaE2CMXdUc_s
46,Y19NyxNuUljJW-C-sZ62RS8pLoypCnPbSLi21A3NO5Mk-OEn
47,QOyoDFhbLi-jX0yZvk3tfnaJJL-nnaxuwuuJPcMnP5LiwICP
48,LDbD3LpYDSqhiQC-Huw-8LHPx4cFQARBoKo66zicvFVb37_Z
49,PyF11CRNe1N-r9pwDWfuC8t41XzQhc_EkAlpLpaQ8lIp_ezs
50,PYQEJSKR3p2kTVvtB9qg-5ml5Kx3VGqyvQJ5rlizxwaQNTdy
51,89N5LxKyefkPB9hFZObybBMrWpx4Pio43nScNC-fI5ephVk2
52,OeV1nMMybBVjK7w4yrEzAhZiVF5YKIOk81pcn0VCZWlaAV4Y
53,bNwLmPVTyTnvkrbjXPOVqSWuQeYTm_iVJ9l29XwCDmZ9wIVL
54,T9ddCCZqurgCQhmo0aGgG6C1pLaijmyA_29ZY0LYDe1OErUl
55,Oz5D9oJuHxYRqjC3x6b71utaNYxs6WEK_R6Rju_gi8yJUIYd
56,33kbIDy4BK5864jhu772BHv66ySQ226YiXaIarmhxxpI3n1S
57,oPao54SYp4ABzyJpJDpI0-G7OupjBCkYTgXv7MA7KtuVEBkb
58,Y77DuLCvwDktlNfdYD4-b7tpUO4904nI9W_7JqLTUzfbmpv2
59,GUwxUghcXmUQah916Lw2wIVERiVMCabv9cs7sXJQaboF7295
60,pdJsnNRuUN2Ne48oRt73Mw-IxImx1371Rk4EPTYbcyCVQwMY
61,ybijGqR9kLU8bIup9_oxlLy9PQp56AFJL-0pTh4V4_U-FyyJ
62,Ph-Iu3aVswYFW80F85YEEHWROZAOkF9eN7eC-36A7OrWQnnF
63,k7ZJf6UiHaQ1LCpmZoQZ_Hh59OtU-sR7xUMg9eEbtQXM6V3P
64,jviTh5OV11AgJ5ERiXCEMNuyLv87SQ32ZmWw3r7YbCMEaClu
65,W3HzdMLOB0EuwB2oyIq8zwtRMIFHOFI0r22_us4w14BIqZPF
66,5WtTA0lHb1iiqf8r9xmfKKpbkQvFQFsnKRVWCP33tssi4CQT
67,yd4MKnZYbkhK4NnMkLiXDavVMm1_Bh7K6TzSsPivsUrIYxx0
68,AqkStC7bWRTSkBkJ43Ku5AnqOLBxpPTeM163FRcl6ScxnIO9
69,yFkgrbsSdyJ4RELbf4-QKkdRJEWPYe4APYxsInnQRbPcrnup
70,9I3Z_Whikuzw_CEDEc5SN06LzbeCqkxpG4BqvDesvtXn8IDG
71,u1o-fYtskQ47Ju3-G49EEIWIBn5-LTCQpxAHiwa2SP2Bfb9N
72,OdJfjXqBI-tBqAvrOuTzedXYk40s18u1j2Af3YpfYqrbhM2s
73,OiPxY-F4K-L9z9hzyLJK8q2d701JuukMXHi_j6VXif11O0yQ
74,VK_LQSDi2WqXMHV06o5yqn25PGT_jhvL3f61-jlZqIN33MeE
75,tl0H4P0VmDai4EbYbGNg8m3gY7ESMQXCDhP7ezQ2jCpwBCWj
76,4BLoDQPjCoPmpmBVesL57snYJ-YM9oZB-OZ4rdO0vR0qa8O2
77,C62saYG_yJuO_IZ_7fBTz0u9CqrX6FxT1rrcVeollI9gZX3o
78,Wi4qf88B66BDd6POZn07GairkS36vT51zE8CRlSQjM0H06nm
79,8M9Uo0hhmY_K3J7GXG2k5g4GdzkztkOTvOOfL8p49ZhbRGXE
80,t5vAotGln6fVqt4tzlUGDFqQcgp1q-QSnpcPqpeMLZZtX4t0
81,oodFyGXxAvcs4_M8LKlgRb5IHr5S8jjIIG7gCf5BgJiFKPah
82,59ZV5hZhvYMksbYzwPAh0Qy88Ah0dNN6kNm1ocKZo-3zBtub
83,1IzXj-LLzvu3iuebSDjAR1NkUaunqbv4IIM3akaGNrM8B20v
84,xM97T_fpDTnzJz1aOL0of4_EDt3id1VLFxbuFGUF-wkmJtpG
85,wYrVfxxLGBzpynykGSDVI0bPFiBZ204tL0Q19-mqVNyt7wKH
86,yAqjD2_iIK5xIN_Ev_nXvox_bqiomvvytnEv1NqDdk-6idxu
87,6e70ImorEC3yDk1eYNfrUw_PQPup-M53quUtHtRK9KWGvcRQ
88,3aag6Yvu6OgJxSjTnsZoFNBldlfLsq0lLIjHBN9_04T2cSJQ
89,jULU1cJHF4urjVtr02kNt1s9kDncbrEzPLiQHmmAybjHMOZv
90,6DlqRtLvbWU-3n5Puu6e3gbXPQGZNEZ89dhnksYKNqoWgXyT
91,cjJX3_L3WCKMKnTMvAlyl9AcAtO-EMXAXaJZEP1npD_gM-MM
92,qjD5v6J-VTfKm4iJQBXRCIop2Ex3IVhNMROjh3IMtiz-jkPs
93,0cmYuYf-f9DKQOxbD89kGwNRVmjzU4wZSK0eRmzSO_rss3pP
94,JGYs_56pknVwNS-T9QXjSCuWIrL6xokWVIuT9SKjY5dEkS1J
95,dI2713spQXn0NR4TSY85TLaeqaHGSwU2mKcYu3ddPB33X_6g
96,Vwjti29kW3yNRVjem_Ma7JE4HUG9xtCBnpGQCoH9JCrM5_0n
97,ddo7MzqtwuJouQXq8SvnLeJ_9r5mLHXjYz1oxIU9BSndURJi
98,YlBBWl_cFuD1I0biECSMYrZ6fYMCVpE987QD168XA1qtuAHM
99,bViLKhIc3iqgWNpeAxAyVsVmjuTLgUhaHRodnpMCR7K_y4Tt
100,4tECka6VJjBy-kjM1eTIq7uYaF8TQ1_vt4_8StvGRL4N40oT
101,LrfLyTSEosn9xHaQaqLcCxeUODvzkcnXS2m5MG519RZvBqUS
102,84SOq6NiiLlnEPbsOKdJb1k30UyipXu3s2WWmG_67-Aa30Ml
103,GK4NDbhKy2W_HKi7LnYwhB3bpsSOtLhoQwK-kLP2bf9hMw_u
104,aT8FwIWXvV3x355htYI_5NHZDId9YSr-1fm44Yn2uLyTb-2a
105,k30MTzTEMiqnmszNMuYsoh6pmK6h6zI-kuQm1CjA-If8Z0Lf
106,gaOgCmI4RiSYGy5DVjBnW9l2pmdxa4BBAZnh7ETQ9Hd9Ux1S
107,fII4JMHzLEOJ6C76Lz-vw-URdN9InPzGoUx9nqsE_BS1veup
108,TiFrcL626rvZIAR2WCPlrCOBA5rw8fy6S4NrfiLp5hd-X_XY
109,NTODGebpVAONeNZXCNZ9eBnrYSP2rJrdH08HBmTLdqZRzl0k
110,pEQskP1B6MqhIqcdI-Lgvj8GIluwfCxR1df7Hd_q-4WLCVoB
111,oFms5s2c9Lg5s95CNauybNPwIeJOFwpFBQ74jsXyK4qfjs23
112,AlN3A2ZlBxE-2c1xfx1c-gc41kbGSRNRQuKjh3Kg3GTl45tP
113,MM3En4hruIBMUJd4aDU1MDmGuhhH6UIImsx8YpXRXvVN49vs
114,en9Isu0XCi9NchZOYrvHQhmiXLdc5aWYv2t8w2vdKH80U5I1
115,urtyhng8N2OrWhqN3ZzuPSywRsuL4u-aiwbwahRgw7QmbUsa
116,7ReOR3mg2s8iHjsJOvO_YBU78avU4xJaeNPcMqwE2NtxJ2xX
117,2nU5hCm8VOsQztYD3FUvxEI57pbUXtw3pSMe__cXm1jACMAX
118,iJu7SMd3AMVci--qe3ZP7coT0p-_52BUU6kTagvMX3_kGFe2
119,gKcaGqalB0tLvvxIHhbs6brbGaPV8nDQgA7SAL1Q7ujAFzGl
120,9-tYci80OsT2HnaY7Ys9UsRZvtH_YlX9M-Uaco1fXz_pHYLX
121,Q8psNbHntoi6tAY-CFkTm_tZDg9PleTCdgJpHoR4chcupap2
122,IPIOfhQtE3nHqONXzchALSa9WCxItnVgQHVrH2Y0EVcHLxSZ
123,JvVB418Ab1ukRuSsm-n9sUfiLdkGOmk8f4GAde2cFl6g_bke
124,st2rc1C_6ympgoHO_IUq742dje2A7Y9v8UhVacq8KJ8AMCkh
125,U-v4yBOokG5WOzlDVtSRa9IgX3aD5Rzd-ql48pZw3BFV5_ng
126,dOjFHs062L_jf7DvDgnr5sBuRANvolZrDAXU3Y17-cjM8O5Y
127,Rno0OJvkUCfaIEvmT7eHGdN-BBB0A9bdTqizMaFySewxC7ta
128,brIi9RwsJ8AqH9Jnf9bPadXHvZWFSvyFlZYko89eu3EkeEdJ
129,eXtysQi8O7HcM5lRp9I5ZZc3wl2-9twsSKE-pcmlWh75M1Do
130,nDm5_A0visQ9wCPRcHNb8cJMsuE2kA2JcsB2snt-rrhoAUBz
131,mDWKgtzl_24wpkUD0pHwWRX4wCacUw_l_SOXLQgIUWVU66Fq
132,D_gC421rZQA1KekMiSdHQz9jOhlYM0Gk6x3n9cgdLdzbdAQO
133,MulA16JRpJqIWZjF9a6VAwC63Q84q5h-L5MOBIRYcNqDJexG
134,tjSTipPIDUyP3EVHh6-BpJqX4r9sokA30P0RVmtmn9zRL-TQ
135,EvEH2eM1CWMQjEz3iEoNsJvBr9pbC_p4Pu8wwqUw58snwLLZ
136,JmI5Pm_eR2-5bQ5aJW0BT-d3XyghTMgQyuGvjBQAWsM1fv3o
137,Bac7c0rG3x-Jmrbau5xMPtrBfIuje18M_pSbwlM2LmOJtrXv
138,8YSIHiwf2M_8sEVh7Ib-U1HpKZfNmK3NS0n0Ib-ZhDOVBurq
139,zF6ST5w_KtI8JEsRit2nzU8mFFwdoiA2pY4CTraJawCb_juX
140,57SOT8HP8f96OxtQxP9L4gse_rIg7FYS9qwTW-BftIfJcpIG
141,1e0SXgHZSMlce30Pbj_EwgY1j2PrxMasy-66zAeqJmcSqKfY
142,LFHOWQi4HXlRA15FOOmesvjkeYB4CjGikYcdAJ5meiFPeKxV
143,oLlDLsDRNGwC8PYDoFbOrH1nGcM6XUVU4wUMa5lBwtSnUKSl
144,Dw830s5eoHD5I1Scj4XsTnOK_qyI9keIFdsP3j8XKDxI_2c-
145,m1qABHVFhIbDN1RAbxVb071l-JdSSTMdcglzdtOKROmD11mb
146,fM2NjAWQJm0K3cvr6Uh0SFBCQxDjZt5Kghx6Ykuduz6yI-D7
147,_ZfFADfQV8T_Gb-V2XUZSp_ZwiY7M6qF9KN8f02a3mHMks7p
148,7_M88ccWHkDNmJS5eWbZtxPy56_MMyJ2T80YArf3dTRj3rjW
149,uQOJPsslDQzpagcTBy3Q-5Lq0SY05pLf5guFy83aFLgax4XV
150,zRHzW8WD5NDlX32VuqpkCZQhR4Px9_NoKQFWIWDX-uTDf70f
151,qO1YEZjeXSgDTBYqtqa0bAWllVtlILRPMBDc8s4QEdHXyWac
152,6sYc9-jbrqofGmRDtn6Yk161Ys0N1OyBJW6lbaR2xtY0CFRx
153,kW7dXqkUlasFXGdm0_nDVJ_EgmBnwJjZYoXNUsdWHYDaQ4K1
154,l1f7UvizOc29MajFEdT8A2QyUmkuHyvusxbXZbctPfnjp32L
155,NWSpvm5hUT0vYt8zSf20ixLv9405_iU334hAkPwp2LrEwgru
156,XvuXBHZ_tIbi_UuhwTktM9Lg7DR5LC9EiTSEAJGPvfPjzK67
157,tIl7xgaSDKFnPYBF8N1Osd3HCCcQcGgdE9g0F78CfsNI_CSj
158,fkc7vP5YL_lMU9tSdh_c3qXo62YQbIGZaCwXMS7vfcJjsCvZ
159,wXa5ma-C6iYS1WtEn3hqmIWS8Rzopmx-YO8nr80LN4u6F5Dk
160,LUXcrWw-_iDPYBAFRc-4PWXK0ZlVmkA-u4IpaYRRC9Gv11P1
161,DINRVGNcN_L-mgX9xQVqWHKVppkA662y4ejY3u-CR-Fz7QUW
162,JTDV1YyygPWzKA2-w3Zgf0C9riCDIOQ6Iuc-L5MaFre4TUtN
