matchId,t1Dragons,t2Dragons,t1Rift,t2Rift,topGoldDiff,jgGoldDiff,midGoldDiff,adcGoldDiff,suppGoldDiff,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken,gameLength,winningTeam,team1Top,team1Jg,team1Mid,team1Adc,team1Supp,team2Top,team2Jg,team2Mid,team2Adc,team2Supp
NA1_4252057286,1,0,0,0,-962,1995,-1171,390,1425,0,0,0,0,0,0,982,200,MonkeyKing,Ekko,Fizz,MissFortune,Soraka,Fiora,Hecarim,Orianna,Jinx,Rakan
NA1_4236430756,1,1,1,0,1109,2601,-781,477,-1124,0,0,0,1,0,0,2605,100,Yone,Olaf,Annie,MissFortune,Rell,Tryndamere,Graves,Karthus,Jhin,Maokai
NA1_4252451024,1,0,1,0,1369,2576,-14,707,492,0,0,0,0,0,0,1525,100,DrMundo,Warwick,Leblanc,Jhin,Shaco,Camille,MasterYi,Yone,Vayne,Nami
NA1_4240831036,1,1,1,0,-2680,1684,-493,-725,-565,1,0,0,0,0,0,1708,100,Garen,Udyr,Syndra,Kaisa,Renata,Sion,XinZhao,Zed,Vayne,Pyke
NA1_4256270315,2,0,1,0,476,1060,372,1820,238,0,0,0,0,1,0,1356,100,Volibear,Viego,Xerath,Kaisa,Pyke,Rengar,Udyr,Katarina,Jinx,Zilean
NA1_4237143180,0,2,0,1,443,-1404,-100,20,-289,0,2,0,0,0,0,1721,100,Teemo,Graves,Ashe,Caitlyn,Nautilus,Irelia,Ekko,Malzahar,Kaisa,Morgana
NA1_4244929716,0,2,0,1,-521,1444,18,59,-178,0,0,1,0,0,0,1165,100,Darius,Amumu,Lissandra,Caitlyn,Zyra,Jax,XinZhao,Vex,MissFortune,Renata
NA1_4257249111,1,0,0,1,-761,811,36,1067,316,0,0,0,0,0,0,1382,100,DrMundo,JarvanIV,Akshan,KogMaw,Leona,Trundle,Hecarim,Viktor,Twitch,Janna
NA1_4242335061,1,1,1,0,801,-1000,-367,456,971,0,0,0,0,0,0,989,100,Yone,Volibear,Katarina,Samira,Leona,Fiora,RekSai,Diana,Twitch,Lulu
NA1_4243481109,1,0,0,1,173,-701,-523,-1109,-1878,0,0,0,0,0,0,1156,200,Riven,Zac,Veigar,Tristana,Nautilus,Aatrox,Nunu,Lux,Jinx,Irelia
NA1_4242966167,0,1,1,0,56,366,-1148,1317,110,0,0,0,0,0,1,1792,100,Poppy,Shaco,Veigar,Tristana,Blitzcrank,Mordekaiser,Graves,Ryze,Sivir,Thresh
NA1_4239690059,0,1,1,0,1333,793,1708,-1613,-1046,0,0,1,0,1,0,1901,200,Akali,Zac,Qiyana,Jhin,Pyke,Fiora,Hecarim,Jayce,Ezreal,Renata
NA1_4255241500,0,1,0,1,125,-1582,-7,1249,-85,0,0,0,0,0,0,1910,200,MasterYi,Ekko,Vladimir,Draven,Renata,Kayle,Diana,Veigar,Ashe,Yuumi
NA1_4250441127,1,1,0,0,1748,-2639,112,-1551,-1031,0,0,1,0,0,0,1979,200,Camille,Warwick,Galio,Lucian,Senna,Nasus,Volibear,Zoe,Xayah,Soraka
NA1_4249246296,0,1,0,1,-2198,-1873,79,-2222,63,1,0,1,0,0,0,2243,100,Jayce,Hecarim,Talon,Lucian,Sona,Kled,Nocturne,Corki,Ashe,Lux
NA1_4238429827,1,0,0,1,1525,1455,930,-139,204,0,0,0,1,0,0,1629,100,Renekton,Diana,Lux,Jhin,Thresh,Malphite,XinZhao,Ahri,Caitlyn,Lulu
NA1_4244666432,2,0,1,0,608,1281,787,-19,-17,0,0,0,1,0,0,1718,100,Kayle,Trundle,TwistedFate,Caitlyn,Karma,Rengar,Hecarim,Syndra,Thresh,Kaisa
NA1_4253806139,0,0,1,0,3988,1317,1681,-1202,1242,0,0,0,2,1,0,1708,100,Graves,Quinn,Veigar,Ashe,Lux,Garen,Nunu,Yasuo,Kaisa,Morgana
NA1_4258867628,0,1,0,0,-791,-1019,308,516,313,0,0,0,0,0,0,1893,200,Teemo,XinZhao,Kaisa,Jhin,Thresh,Gwen,MasterYi,Azir,Caitlyn,Senna
NA1_4242164975,1,0,0,1,1229,-142,-437,2119,552,0,0,0,1,0,1,1371,100,Yone,XinZhao,Akali,Kaisa,Blitzcrank,Jayce,Warwick,Ekko,Lucian,Nami
NA1_4244526309,1,1,0,0,-1192,513,-1510,895,602,0,0,0,0,0,0,1450,100,Aatrox,XinZhao,Veigar,Ezreal,Lux,Soraka,LeeSin,Bard,Jhin,Nami
NA1_4246039310,1,0,1,0,-1189,-454,-737,-60,-519,0,0,0,0,0,0,1929,100,Darius,Diana,DrMundo,Jhin,Pyke,Gangplank,MasterYi,Veigar,Kaisa,Ornn
NA1_4236427330,1,0,0,1,-1514,-76,-1344,-756,-80,1,0,1,0,0,0,1903,100,Garen,Elise,Graves,Samira,Swain,Malphite,MasterYi,Sylas,Jhin,Soraka
NA1_4259688262,0,2,0,0,1630,-167,662,-703,70,0,0,0,1,0,0,1679,200,Sion,Shaco,Corki,Veigar,Zilean,TahmKench,Zac,Yasuo,Ezreal,Lulu
NA1_4255697683,0,1,0,1,1090,-710,-3233,-552,462,1,1,0,1,0,0,985,100,Gangplank,MasterYi,Nunu,Kaisa,Nautilus,Samira,Khazix,Irelia,Ezreal,Zyra
NA1_4256898170,0,1,0,1,-3059,-1476,-1950,842,262,1,2,0,0,0,0,1434,200,Sion,Khazix,Yone,Ziggs,Renata,Nasus,Kindred,Akshan,Jhin,Lux
NA1_4242720417,0,2,0,1,1198,-1066,-971,-229,1763,0,0,0,0,0,0,2198,100,Kayle,Kindred,Veigar,Jhin,Pyke,Aatrox,Viego,Viktor,Caitlyn,Zyra
NA1_4249824977,1,1,1,0,1137,435,730,-378,348,0,0,0,0,0,0,2057,100,Garen,MasterYi,Ahri,Caitlyn,Nami,Volibear,Zac,Talon,Ezreal,Lulu
NA1_4259387301,1,0,1,0,106,-826,2725,-2105,-783,0,0,0,0,1,0,1857,200,Garen,Khazix,Leblanc,Ashe,Lux,Warwick,Shaco,Kassadin,Kalista,Sett
NA1_4237489140,0,1,0,1,-732,-286,-175,-1148,-1010,0,0,0,0,0,0,2226,100,Illaoi,MasterYi,Lissandra,MissFortune,Leona,Darius,Warwick,Irelia,Jinx,Lux
NA1_4236706795,1,0,0,1,5127,-1065,864,110,78,0,0,0,2,0,0,1722,100,Trundle,Nocturne,Annie,Ezreal,Janna,Sion,Nidalee,Malzahar,Kaisa,Velkoz
NA1_4239608121,0,2,0,1,-488,-958,-1781,-1399,-181,0,1,0,0,0,0,1535,200,Garen,LeeSin,Zed,Cassiopeia,Senna,Gwen,Warwick,Yone,Caitlyn,Lux
NA1_4240830836,2,0,0,1,-2327,547,150,1218,-843,1,0,0,0,0,0,1981,200,Rengar,Nidalee,JarvanIV,Samira,Zoe,MonkeyKing,Volibear,Caitlyn,Teemo,Senna
NA1_4258135143,1,1,1,0,4619,-1474,418,1957,1192,0,0,0,1,1,1,1462,100,Riven,Nidalee,Yasuo,Twitch,Senna,Yorick,Vi,Irelia,Jhin,Lux
NA1_4258073984,1,1,1,0,919,-513,-654,178,-150,0,0,0,1,0,0,1655,100,Malphite,Volibear,Yasuo,Jinx,Nami,Yorick,Mordekaiser,Annie,Ashe,Soraka
NA1_4245376727,1,0,0,0,1539,-2497,-428,158,-215,0,0,1,0,0,0,2095,100,Jayce,Hecarim,Veigar,Twitch,Brand,Nasus,FiddleSticks,Cassiopeia,Ashe,Sona
NA1_4245766144,2,0,0,0,4651,-931,2080,2057,2074,0,0,0,1,1,2,1321,200,Shen,Rengar,Veigar,Zeri,Thresh,Irelia,Nocturne,Yone,Jinx,Blitzcrank
NA1_4241607074,1,0,0,0,1842,1608,735,-1065,1457,0,0,0,1,0,0,2407,100,Riven,Diana,Qiyana,Cassiopeia,Soraka,Trundle,Taliyah,Zed,Senna,Seraphine
NA1_4252988297,0,0,1,0,-676,-1493,-1818,-1933,-125,0,0,0,0,0,0,1396,100,Jax,Hecarim,Ahri,Tristana,Renata,TahmKench,Kindred,Lissandra,Zeri,Lulu
NA1_4244608237,2,0,1,0,1539,284,701,589,849,1,0,0,1,1,0,1948,100,Teemo,Viego,Caitlyn,Lucian,Nami,Vladimir,Lillia,Viktor,Ezreal,Thresh
NA1_4249978701,0,2,0,1,286,-392,1349,-830,514,0,0,0,0,0,0,1962,200,Urgot,Nocturne,Vladimir,MissFortune,Janna,Tryndamere,Rammus,Zed,Zeri,Blitzcrank
NA1_4244070818,0,2,0,1,-1845,132,510,85,326,1,0,0,0,0,0,1834,200,Sett,Sion,Malzahar,Lucian,Janna,Zed,XinZhao,Mordekaiser,Ezreal,Pyke
NA1_4250465892,2,0,0,0,2030,-231,-2546,-201,198,0,0,0,0,0,0,2005,200,Nasus,Malphite,Leblanc,Zeri,Janna,TahmKench,Lillia,Kaisa,Ashe,Bard
NA1_4249162135,0,1,1,0,911,1148,-687,565,479,0,0,0,0,0,1,1932,100,Irelia,Poppy,Chogath,Jinx,Brand,Camille,Shaco,Katarina,Vayne,Pyke
NA1_4250386830,0,1,1,0,687,-37,520,-262,-1402,0,0,0,0,0,0,2057,200,Gragas,Zac,Cassiopeia,Jinx,Renata,Garen,MasterYi,Yasuo,Zyra,Yuumi
NA1_4259406185,1,1,0,1,-1849,-336,-808,2347,799,1,0,0,0,0,0,1290,100,Shen,Warwick,Anivia,Tristana,Zyra,Riven,Zac,Sylas,Kaisa,Brand
NA1_4245217203,1,1,1,0,-1338,407,1188,224,-181,1,0,0,0,0,0,1608,100,Graves,Volibear,Gangplank,Twitch,Renata,Quinn,LeeSin,Katarina,Xayah,Rakan
NA1_4256593254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,100,Sion,Khazix,Qiyana,Veigar,Nami,Volibear,LeeSin,Viktor,Aphelios,Blitzcrank
NA1_4237201985,1,0,0,1,-870,-2899,-982,-439,1584,1,1,0,0,0,1,1160,100,Aatrox,Warwick,Veigar,Samira,Leona,Nasus,Shaco,Zed,Kaisa,TahmKench
NA1_4246787123,1,0,0,0,1262,-1452,-143,1700,308,0,0,0,0,0,0,1243,100,Mordekaiser,Sejuani,Diana,Ezreal,Nami,Irelia,MasterYi,Ziggs,Tristana,Yuumi
NA1_4242540931,2,0,1,0,3024,1439,1206,569,1950,0,0,0,1,0,0,1463,100,DrMundo,Warwick,Ziggs,Jinx,Morgana,Gnar,Shaco,Cassiopeia,Sivir,Nautilus
NA1_4249978785,0,0,0,0,575,-249,-722,2595,2065,0,0,0,0,0,0,1322,100,Irelia,Hecarim,Gragas,Xayah,Renata,Darius,Karthus,Anivia,Aphelios,Pyke
NA1_4251119914,0,1,1,0,-228,373,1455,997,-472,0,0,0,1,0,0,1466,100,Yorick,Nidalee,Yasuo,Ashe,Zyra,Garen,Graves,Katarina,Samira,Nautilus
NA1_4246566559,0,2,0,1,914,-1830,689,-3928,-1604,0,0,1,0,0,0,2072,100,Aatrox,JarvanIV,Veigar,Caitlyn,Lulu,Darius,Ekko,Malzahar,Vayne,Blitzcrank
NA1_4234809784,1,0,0,1,-660,-2563,52,-1782,104,0,1,0,0,0,0,1792,200,Lucian,Warwick,Yasuo,Jhin,Lux,Yorick,Nunu,Orianna,Varus,Nautilus
NA1_4241724473,2,0,1,0,-902,-1818,-2350,3799,572,0,0,0,0,0,1,1503,200,Trundle,Skarner,Akali,Ezreal,Karma,Gnar,Diana,Galio,Ashe,Yuumi
NA1_4236105347,0,1,0,1,-667,-1045,-464,-1257,-581,0,0,0,0,0,0,1659,200,Kled,Volibear,Sylas,Samira,Thresh,Teemo,JarvanIV,Zeri,Aphelios,Braum
NA1_4258885724,0,1,0,0,-3604,-1547,-677,-460,-796,1,0,1,0,0,0,1605,200,Urgot,FiddleSticks,Kayle,Vayne,Karma,Poppy,Hecarim,Ahri,Ezreal,Senna
NA1_4252732908,0,1,1,0,498,498,-82,-669,34,0,0,0,0,0,0,1846,200,Aatrox,Vi,Katarina,Vayne,Rakan,Gwen,Diana,Yasuo,Ezreal,Lux
NA1_4252137132,0,2,1,0,1514,1810,-628,-1102,905,0,0,0,1,0,0,1831,100,Garen,Kayn,Lux,Zeri,Xerath,Mordekaiser,Zac,Zyra,Jhin,Karma
NA1_4249506824,0,2,0,0,-2305,-604,-3412,-81,-338,0,1,0,0,0,0,1663,100,Aatrox,Nunu,Qiyana,Tristana,Senna,Nasus,Zac,Lux,Caitlyn,Nautilus
NA1_4239334294,1,0,1,0,-265,1446,1495,1259,1694,0,0,0,0,0,0,196,100,Nasus,Mordekaiser,Sion,Ezreal,Xerath,LeeSin,Kassadin,Draven,Morgana,
NA1_4256964730,1,1,0,0,424,1831,3337,-1430,-513,0,0,0,0,1,0,2351,200,Garen,Viego,Viktor,Jhin,Senna,Irelia,RekSai,Kaisa,Twitch,Nautilus
NA1_4239419120,1,1,0,0,562,504,163,749,481,0,0,0,0,0,0,1835,200,Irelia,Shyvana,Akshan,MissFortune,Karma,Jayce,FiddleSticks,Kaisa,Ashe,Nautilus
NA1_4242976148,0,1,0,1,-2000,1360,-242,1520,539,0,0,0,0,0,0,1927,100,Aatrox,Taliyah,Cassiopeia,Kaisa,Seraphine,Riven,Viego,Viktor,Vayne,Renata
NA1_4248976717,1,1,0,0,-1421,286,-870,1211,645,1,0,0,0,0,0,2524,100,DrMundo,LeeSin,Akali,Jhin,Brand,Garen,Ekko,Yasuo,Caitlyn,Blitzcrank
NA1_4240201958,1,1,0,0,-1257,559,1040,757,-1047,0,0,0,0,0,0,2027,100,Fiora,XinZhao,Ryze,Ezreal,Lux,Riven,Diana,Viktor,Twitch,Nautilus
NA1_4253791101,1,0,0,1,-333,591,2998,2432,590,0,1,0,0,1,2,2343,100,Malphite,Trundle,Corki,Kaisa,Nautilus,Ornn,Volibear,Karma,Tristana,Sona
NA1_4241605079,2,0,0,1,-1070,1608,-1137,1512,1211,0,0,0,0,0,1,1003,100,Camille,Zac,Lux,Kaisa,Blitzcrank,TahmKench,Zed,Ekko,Ezreal,Senna
NA1_4250745183,1,1,1,0,1885,-967,2862,993,-550,0,0,0,0,0,0,1869,100,Vayne,Khazix,Annie,Ziggs,Pyke,Graves,MasterYi,Vladimir,Caitlyn,Renata
NA1_4242204917,2,0,1,0,2060,464,1497,1126,999,0,0,0,1,0,0,1532,100,Gnar,MasterYi,Malzahar,Ezreal,Janna,Sion,FiddleSticks,Ahri,Jinx,Veigar
NA1_4253632724,2,0,1,0,662,1391,1685,-152,-308,0,0,0,0,0,0,1483,100,Garen,JarvanIV,Fizz,MissFortune,Soraka,Mordekaiser,LeeSin,Ekko,Jhin,Pyke
NA1_4254466271,0,2,0,1,1837,823,-770,3139,356,0,0,0,1,0,1,1525,100,Fiora,Kayn,Ahri,Ezreal,Rakan,Aatrox,LeeSin,Leblanc,Xayah,Pyke
NA1_4246574151,1,1,0,1,-704,-779,41,-2116,-772,1,0,0,0,0,0,1769,100,Volibear,LeeSin,Irelia,Samira,Rell,Mordekaiser,JarvanIV,Veigar,MissFortune,Morgana
NA1_4244585519,0,2,0,1,-785,407,-2804,488,1088,1,1,0,0,0,0,1792,100,Jayce,Vi,Lux,Caitlyn,Pyke,Urgot,Olaf,Viktor,Vayne,Nami
NA1_4248190006,0,1,0,1,-4468,-975,361,817,345,4,0,1,0,0,0,1203,100,Zac,Gwen,Yone,Jinx,Seraphine,Jhin,XinZhao,Annie,Irelia,Leona
NA1_4240243616,0,2,0,1,533,-1436,-1605,-91,-34,0,1,0,0,0,0,2031,100,Yasuo,JarvanIV,Zed,Karthus,Lulu,TahmKench,Hecarim,Katarina,Twitch,Pantheon
NA1_4238344814,1,0,0,1,-3063,24,985,-1209,-571,2,0,0,0,0,0,1560,200,Aatrox,Karthus,Sion,Tristana,Xerath,Sett,MasterYi,Swain,Vayne,Thresh
NA1_4255335060,1,0,1,0,-308,769,-109,1270,2794,0,0,0,0,0,1,1327,200,Garen,Sett,Pantheon,Ezreal,Karma,Jayce,Diana,Zeri,MissFortune,Xerath
NA1_4249576051,1,1,1,0,-1825,1581,-451,-736,-114,0,0,0,0,0,0,1279,100,Aatrox,JarvanIV,Akshan,Ezreal,Yuumi,Sett,Hecarim,Annie,Tristana,Ahri
NA1_4250607705,1,0,0,1,-3039,334,1432,-1763,-232,1,0,0,0,0,0,1754,200,Tryndamere,MasterYi,Syndra,Kaisa,Yuumi,Darius,Kayn,Lux,Draven,Senna
NA1_4247072376,0,2,0,0,1114,-29,94,348,149,0,0,0,1,0,0,1586,200,Riven,Ivern,Cassiopeia,Seraphine,Sona,Illaoi,Hecarim,Veigar,Kaisa,Lux
NA1_4258193442,0,2,0,1,-2101,-2630,1870,1363,349,1,1,0,0,0,1,1282,100,Volibear,Viego,Orianna,Jinx,Senna,Lux,JarvanIV,Yone,Vayne,Soraka
NA1_4246758723,1,0,1,0,4181,-683,-1611,-1742,-1754,0,0,1,0,1,0,1657,100,Sion,Amumu,Zed,Xayah,Nautilus,Rengar,Graves,Lissandra,Ezreal,Swain
NA1_4245433011,0,1,1,0,3538,161,-1735,377,439,0,1,0,2,1,0,1692,100,Gnar,LeeSin,Kassadin,Lucian,Soraka,Aatrox,FiddleSticks,Azir,Twitch,Yuumi
NA1_4253701990,1,0,1,0,797,3155,1448,-2156,1156,0,0,0,1,1,0,1393,100,Renekton,Janna,Vladimir,Samira,Leona,Camille,MasterYi,Irelia,Yone,Lissandra
NA1_4237233349,0,1,1,0,2304,1740,-13,1037,62,0,0,0,1,0,0,946,100,Yorick,JarvanIV,Fizz,Xayah,Rakan,Gnar,Shyvana,Orianna,Aphelios,Soraka
NA1_4255657687,1,0,1,0,-1870,1275,-598,606,366,0,0,0,1,0,0,2195,100,Warwick,FiddleSticks,Ahri,Jhin,Lux,Urgot,LeeSin,Kassadin,Kaisa,Pantheon
NA1_4237172387,2,0,0,0,-1007,590,2583,1902,941,0,0,0,0,0,1,2215,100,Irelia,Rammus,Zac,Jhin,Brand,Garen,Amumu,Neeko,TwistedFate,Janna
NA1_4246661481,1,1,1,0,117,-1190,-149,194,334,0,0,0,0,0,0,1506,100,Sion,Elise,Malzahar,Twitch,Sona,Nasus,Trundle,Cassiopeia,Jinx,Brand
NA1_4241487793,1,1,0,0,931,1958,-217,-593,-902,0,0,0,1,0,0,1111,200,Trundle,Orianna,Zeri,Thresh,Darius,Olaf,Yone,Ezreal,Leona,
NA1_4249676642,0,1,1,0,851,-89,-3345,-2824,-2189,0,0,1,0,0,0,1795,200,MonkeyKing,Khazix,Ahri,Twitch,Thresh,Renekton,Evelynn,Lissandra,Zeri,Karma
NA1_4250888114,0,1,1,0,1822,637,-1320,697,-726,0,0,0,0,1,0,1809,200,Tryndamere,Khazix,Ahri,Aphelios,Senna,Sion,Hecarim,Orianna,Jhin,Lux
NA1_4241130970,0,1,0,1,633,-968,-839,-1303,-1785,0,0,1,0,0,0,1699,100,Fiora,Hecarim,Velkoz,Zeri,Nautilus,Kayle,Viego,Yasuo,Lucian,Nami
NA1_4260438019,1,0,0,0,2021,347,3598,1938,-67,0,0,0,1,1,0,1603,200,Illaoi,Ekko,Irelia,Vayne,Lux,Gragas,Viego,Akali,Aphelios,Senna
NA1_4252843603,1,0,0,0,-555,597,1986,-82,258,0,0,0,0,0,0,2089,100,Sion,Zac,Malzahar,Jhin,Seraphine,Teemo,RekSai,Corki,MissFortune,Thresh
NA1_4239363986,0,0,1,0,1778,1095,1627,-839,185,0,0,0,0,1,0,1191,100,Darius,Kindred,Veigar,Draven,Renata,Volibear,Graves,Swain,Senna,Caitlyn
NA1_4244270266,2,0,0,0,-88,691,-1845,1929,466,0,0,0,0,0,1,1987,200,Yorick,Graves,Orianna,Ezreal,Renata,Sion,Khazix,Akshan,Vayne,Neeko
NA1_4255620714,1,0,0,1,-1455,-1993,-75,-95,-209,1,0,0,0,0,0,1887,100,Kaisa,Kindred,Yone,Zeri,Braum,Mordekaiser,Viego,Yasuo,Jinx,Nautilus
NA1_4251964615,0,1,0,0,-3133,-813,961,-2973,192,1,0,0,0,0,0,1743,200,Warwick,Rengar,Talon,Caitlyn,Nami,Gragas,Poppy,Akshan,Twitch,Maokai
NA1_4240277697,1,0,0,1,-1935,906,824,1753,2887,1,0,0,0,0,0,1848,100,Warwick,Nocturne,Irelia,Kaisa,Swain,Aatrox,XinZhao,Malzahar,Karthus,Senna
NA1_4242888753,0,2,0,1,-843,-960,-2697,126,-866,0,2,0,0,0,0,1493,200,Malphite,MasterYi,Kaisa,Samira,Yuumi,Zac,Warwick,Fizz,Lucian,Leona
NA1_4253359517,1,1,1,0,3987,609,587,721,-879,0,0,0,1,0,0,1870,200,Kindred,Khazix,Lillia,Aphelios,Pantheon,Gangplank,MasterYi,Annie,MissFortune,Galio
NA1_4240445928,1,0,0,1,176,1447,1793,2071,-1565,0,0,0,0,0,0,1291,100,Malphite,Hecarim,Viktor,KogMaw,Nami,Aatrox,Amumu,Orianna,Vayne,Zyra
NA1_4256421729,1,0,0,1,-2527,-605,451,-410,608,0,0,0,0,0,0,1376,100,DrMundo,Nocturne,Kassadin,Kaisa,Nautilus,Garen,MasterYi,Katarina,MissFortune,Yuumi
NA1_4243095659,0,1,0,0,-2843,-1966,1920,-733,-1020,2,0,0,0,0,0,1088,100,TahmKench,Jax,TwistedFate,Draven,Taliyah,Kayle,Rengar,Yasuo,Caitlyn,Brand
NA1_4256040555,1,1,1,0,399,-25,884,-594,-333,0,0,0,0,0,0,2120,100,Mordekaiser,Warwick,Morgana,Jhin,Senna,Camille,Diana,Xerath,Jinx,Nami
NA1_4239077571,1,0,0,1,-804,807,2050,-496,284,0,0,0,0,1,0,1180,100,Aatrox,Singed,Yasuo,Twitch,Pyke,Vayne,Trundle,Veigar,Ezreal,Pantheon
NA1_4236639652,0,2,0,0,600,-213,-2619,-4370,-1339,0,1,1,0,0,0,2126,100,Vladimir,Hecarim,Anivia,Tristana,Lulu,Quinn,Amumu,Katarina,Kaisa,Volibear
NA1_4248919939,1,1,0,0,-1378,-2889,-1779,97,-431,0,0,0,0,0,0,2336,200,Riven,Renekton,Yasuo,Tristana,Zilean,Gangplank,Graves,Yone,Jinx,Morgana
NA1_4251221137,1,1,0,1,-2022,-692,401,-2626,-2242,1,0,1,0,0,0,201,200,Nasus,Seraphine,MissFortune,Zyra,Ezreal,Trundle,Akali,Gwen,Yuumi,
NA1_4255532071,1,0,1,0,878,1506,-491,543,13,0,0,0,0,0,0,1383,100,Aatrox,LeeSin,Yone,Ziggs,Brand,Gangplank,Viego,TwistedFate,Ezreal,Seraphine
NA1_4249229306,0,2,0,1,864,4768,-965,-3962,-876,0,0,2,1,0,0,2368,100,Illaoi,Skarner,Lissandra,Ezreal,Teemo,Akali,Vi,Anivia,Samira,Lux
NA1_4242887184,2,0,1,0,-1443,3785,1791,1845,534,0,0,0,0,0,2,1737,200,Tryndamere,Khazix,Fiora,Vayne,Xerath,Yorick,Mordekaiser,Viktor,Kaisa,Janna
NA1_4253160183,2,0,1,0,218,1231,-553,2322,-40,0,0,0,0,0,1,2288,100,Gnar,LeeSin,Orianna,Jhin,MissFortune,Gangplank,Khazix,Kaisa,Ezreal,Lulu
NA1_4237499176,1,1,0,0,2948,1053,-1500,131,-871,0,0,0,1,0,0,2175,100,Fiora,Warwick,Neeko,Zeri,Nami,Malphite,FiddleSticks,Vex,Tristana,Leona
NA1_4239722896,1,0,0,1,1568,-1575,-2411,261,1034,0,1,0,0,0,0,1858,100,Aatrox,Hecarim,Xerath,Zeri,Yuumi,Malphite,Nocturne,Neeko,Jhin,Soraka
NA1_4236429668,0,1,0,1,494,-628,-1509,1575,460,0,0,0,0,0,0,1832,200,Sett,Ekko,Mordekaiser,Jhin,Nautilus,Garen,Gwen,Yasuo,Samira,Lulu
NA1_4244798852,0,1,0,1,-1151,-1156,-1289,-234,-1197,1,0,0,0,0,0,1786,200,Zed,Twitch,Garen,Samira,Lux,Jayce,Hecarim,Ryze,Jhin,Renata
NA1_4241486236,1,0,0,0,322,892,-1510,-1230,-201,0,0,0,0,0,0,2154,100,Gangplank,Amumu,Zoe,Caitlyn,Yuumi,Urgot,LeeSin,Veigar,Lucian,Morgana
NA1_4256618762,2,0,1,0,-358,-474,1187,2538,1922,0,0,0,3,0,1,1415,100,Singed,Zac,Karma,Lucian,Nami,Jayce,Evelynn,Irelia,Yasuo,Nautilus
NA1_4260645287,1,1,1,0,-1591,-3315,-3156,-2928,-2360,0,0,2,0,0,0,1953,100,Gangplank,Kayn,Ahri,Twitch,Renata,Singed,Zac,Yasuo,Ezreal,KogMaw
NA1_4238608692,0,2,1,0,2544,973,661,-1519,-1488,0,0,0,0,0,0,1253,100,Yone,Shyvana,Sylas,Kaisa,Maokai,Malphite,Volibear,Fizz,Jinx,Yuumi
NA1_4234734855,1,1,0,1,-633,-249,1856,-199,-1328,0,0,1,0,0,0,2283,200,Riven,Ekko,Yone,Ezreal,Renata,Garen,Rengar,Seraphine,Jhin,Zyra
NA1_4248895664,1,1,1,0,2957,360,1347,333,562,0,0,0,1,0,1,1894,100,Yorick,Nocturne,Yone,Lux,Velkoz,Mordekaiser,Talon,Ziggs,Twitch,Leona
NA1_4245125890,1,0,0,1,1495,-721,-1437,403,-810,0,0,0,0,0,0,1483,100,Sion,Hecarim,Ekko,Draven,Bard,Fiora,Olaf,Irelia,Jinx,Karma
NA1_4239226626,0,1,1,0,4893,-123,1817,-1149,-1483,0,0,1,2,0,1,2132,100,Illaoi,Skarner,Syndra,Twitch,Ashe,Riven,Viego,Velkoz,MissFortune,Lulu
NA1_4253962925,1,0,0,0,369,1484,1133,183,30,0,0,0,0,0,0,1708,100,Yorick,Diana,Viktor,Ezreal,Alistar,Tryndamere,Hecarim,Veigar,Samira,Morgana
NA1_4244773211,2,0,1,0,3845,-499,1437,848,968,0,0,0,2,0,0,1813,200,Nocturne,Trundle,Malzahar,Kaisa,Galio,Garen,Sejuani,Cassiopeia,Ashe,Veigar
NA1_4255218379,0,1,1,0,-179,88,-722,700,728,0,0,0,0,0,1,1171,200,Sion,JarvanIV,Ekko,Tristana,Lux,Teemo,Khazix,Chogath,Draven,Thresh
NA1_4258139162,1,0,0,1,390,529,1026,702,-100,0,0,0,0,0,0,2234,200,Malphite,Gragas,Leblanc,Kaisa,Lux,Singed,Ivern,Morgana,Vayne,Renata
NA1_4245458119,1,1,1,0,2552,67,-602,-45,-491,0,0,1,2,0,0,1390,100,Kayle,Diana,Lucian,Jhin,Zyra,Kennen,Sion,Malzahar,Zeri,Nami
NA1_4247850851,1,0,1,0,-96,1139,-79,563,870,0,0,0,0,0,1,1764,100,Darius,Hecarim,Malzahar,Samira,Pyke,Mordekaiser,Poppy,Sylas,Ezreal,Sona
NA1_4252796784,1,0,0,1,1661,777,-91,787,562,0,0,0,0,0,0,1108,200,Rengar,Volibear,Vladimir,Draven,Brand,Pantheon,JarvanIV,Viktor,Sivir,Lux
NA1_4246837769,2,0,1,0,-388,417,2304,454,353,0,0,0,0,0,0,1288,100,Jayce,Ivern,Tryndamere,Jhin,Seraphine,Fiora,Kayn,Velkoz,Kaisa,Thresh
NA1_4244073763,0,1,1,0,-1920,-220,274,1140,38,0,0,0,0,0,0,1442,100,Gwen,Poppy,Leblanc,Jhin,Nautilus,Camille,RekSai,Akali,Lucian,Blitzcrank
NA1_4258219007,1,0,0,1,-510,-1250,-10,941,-30,0,0,0,0,0,0,1896,100,Volibear,Nunu,Ziggs,Jinx,Morgana,Kayle,FiddleSticks,Jayce,Twitch,Nautilus
NA1_4259553804,0,1,1,0,710,766,-524,-813,58,0,0,0,0,0,0,1942,200,Teemo,RekSai,Ezreal,Vladimir,Lux,Gragas,Sejuani,Cassiopeia,Kaisa,Karma
